1776;0;0
Elapsed time;Relative error;best fitness;optimal
1.40914;16.4977;2069;1776
1.41098;16.4977;2069;1776
1.41327;16.4977;2069;1776
1.41518;16.4977;2069;1776
1.41696;16.4977;2069;1776
1.41877;16.4977;2069;1776
1.42053;16.4977;2069;1776
1.42223;16.4977;2069;1776
1.42408;16.4977;2069;1776
1.42581;16.4977;2069;1776
1.42773;16.4977;2069;1776
1.42955;16.4977;2069;1776
1.43132;16.4977;2069;1776
1.43302;16.4977;2069;1776
1.43479;16.4977;2069;1776
1.43642;16.4977;2069;1776
1.43827;16.4977;2069;1776
1.44013;16.4977;2069;1776
1.44215;16.4977;2069;1776
1.44405;16.4977;2069;1776
1.44629;16.4977;2069;1776
1.44881;16.4977;2069;1776
1.45078;16.4977;2069;1776
1.45268;16.4977;2069;1776
1.45454;16.4977;2069;1776
1.45653;16.4977;2069;1776
1.45844;16.4977;2069;1776
1.46035;16.4977;2069;1776
1.46213;16.4977;2069;1776
1.46402;16.4977;2069;1776
1.46604;16.4977;2069;1776
1.4681;16.4977;2069;1776
1.46985;16.4977;2069;1776
1.47178;16.4977;2069;1776
1.47371;16.4977;2069;1776
1.47553;16.4977;2069;1776
1.47741;16.4977;2069;1776
1.47948;16.4977;2069;1776
1.48141;16.4977;2069;1776
1.48339;16.4977;2069;1776
1.48521;16.4977;2069;1776
1.48723;16.4977;2069;1776
1.48915;16.4977;2069;1776
1.49113;16.4977;2069;1776
1.49301;16.4977;2069;1776
1.49492;16.4977;2069;1776
1.49677;16.4977;2069;1776
1.49865;16.4977;2069;1776
1.50061;16.4977;2069;1776
1.50253;16.4977;2069;1776
1.50436;16.4977;2069;1776
1.50632;16.4977;2069;1776
1.50824;16.4977;2069;1776
1.51032;16.4977;2069;1776
1.51217;16.4977;2069;1776
1.51484;16.4977;2069;1776
1.51699;16.4977;2069;1776
1.51894;16.4977;2069;1776
1.521;16.4977;2069;1776
1.52291;16.4977;2069;1776
1.52476;16.4977;2069;1776
1.52669;16.4977;2069;1776
1.52847;16.4977;2069;1776
1.53036;16.4977;2069;1776
1.53229;16.4977;2069;1776
1.53421;16.4977;2069;1776
1.53616;16.4977;2069;1776
1.53833;16.4977;2069;1776
1.5403;16.4977;2069;1776
1.54228;16.4977;2069;1776
1.5443;16.4977;2069;1776
1.54616;16.4977;2069;1776
1.54859;16.4977;2069;1776
1.55055;16.4977;2069;1776
1.55249;16.4977;2069;1776
1.55457;16.4977;2069;1776
1.5566;16.4977;2069;1776
1.55863;16.4977;2069;1776
1.56039;16.4977;2069;1776
1.56237;16.4977;2069;1776
1.56428;16.4977;2069;1776
1.56629;16.4977;2069;1776
1.5683;16.4977;2069;1776
1.57025;16.4977;2069;1776
1.57222;16.4977;2069;1776
1.57416;16.4977;2069;1776
1.57623;16.4977;2069;1776
1.57817;16.4977;2069;1776
1.58019;16.4977;2069;1776
1.58239;16.4977;2069;1776
1.58441;16.4977;2069;1776
1.58623;16.4977;2069;1776
1.58808;16.4977;2069;1776
1.59009;16.4977;2069;1776
1.59189;16.4977;2069;1776
1.59378;16.4977;2069;1776
1.59563;16.4977;2069;1776
1.59738;16.4977;2069;1776
1.59933;16.4977;2069;1776
1.60133;16.4977;2069;1776
1.60335;16.4977;2069;1776
1.60521;16.4977;2069;1776
1.60704;16.4977;2069;1776
1.60896;16.4977;2069;1776
1.61074;16.4977;2069;1776
1.61265;16.4977;2069;1776
1.61519;16.4977;2069;1776
1.61812;16.4977;2069;1776
1.62087;16.4977;2069;1776
1.62306;16.4977;2069;1776
1.62517;16.4977;2069;1776
1.62731;16.4977;2069;1776
1.62917;16.4977;2069;1776
1.63111;16.4977;2069;1776
1.63292;16.4977;2069;1776
1.63472;16.4977;2069;1776
1.63652;16.4977;2069;1776
1.6384;16.4977;2069;1776
1.64035;16.4977;2069;1776
1.64235;16.4977;2069;1776
1.64422;16.4977;2069;1776
1.64605;16.4977;2069;1776
1.64883;16.4977;2069;1776
1.65089;16.4977;2069;1776
1.65296;16.4977;2069;1776
1.65506;16.4977;2069;1776
1.65703;16.4977;2069;1776
1.65908;16.4977;2069;1776
1.66095;16.4977;2069;1776
1.66285;16.4977;2069;1776
1.66473;16.4977;2069;1776
1.66651;16.4977;2069;1776
1.66849;16.4977;2069;1776
1.67047;16.4977;2069;1776
1.6722;16.4977;2069;1776
1.67405;16.4977;2069;1776
1.67598;16.4977;2069;1776
1.67791;16.4977;2069;1776
1.67981;16.4977;2069;1776
1.68179;16.4977;2069;1776
1.68388;16.4977;2069;1776
1.68562;16.4977;2069;1776
1.68756;16.4977;2069;1776
1.68949;16.4977;2069;1776
1.69131;16.4977;2069;1776
1.69315;16.4977;2069;1776
1.69494;16.4977;2069;1776
1.69674;16.4977;2069;1776
1.69862;16.4977;2069;1776
1.70053;16.4977;2069;1776
1.70242;16.4977;2069;1776
1.70418;16.4977;2069;1776
1.70616;16.4977;2069;1776
1.7082;16.4977;2069;1776
1.71009;16.4977;2069;1776
1.71201;16.4977;2069;1776
1.7138;16.4977;2069;1776
1.7162;16.4977;2069;1776
1.7181;16.4977;2069;1776
1.71998;16.4977;2069;1776
1.72179;16.4977;2069;1776
1.72358;16.4977;2069;1776
1.72565;16.4977;2069;1776
1.7277;16.4977;2069;1776
1.72956;16.4977;2069;1776
1.73164;16.4977;2069;1776
1.73355;16.4977;2069;1776
1.73554;16.4977;2069;1776
1.73758;16.4977;2069;1776
1.73955;16.4977;2069;1776
1.74135;16.4977;2069;1776
1.74311;16.4977;2069;1776
1.74505;16.4977;2069;1776
1.74688;16.4977;2069;1776
1.74948;16.4977;2069;1776
1.7517;16.4977;2069;1776
1.75376;16.4977;2069;1776
1.75563;16.4977;2069;1776
1.75755;16.4977;2069;1776
1.75942;16.4977;2069;1776
1.76134;16.4977;2069;1776
1.76319;16.4977;2069;1776
1.76494;16.4977;2069;1776
1.76676;16.4977;2069;1776
1.76879;16.4977;2069;1776
1.77047;16.4977;2069;1776
1.77243;16.4977;2069;1776
1.77426;16.4977;2069;1776
1.77628;16.4977;2069;1776
1.77816;16.4977;2069;1776
1.77996;16.4977;2069;1776
1.78198;16.4977;2069;1776
1.78394;16.4977;2069;1776
1.78595;16.4977;2069;1776
1.78785;16.4977;2069;1776
1.78978;16.4977;2069;1776
1.79136;16.4977;2069;1776
1.79328;16.4977;2069;1776
1.79525;16.4977;2069;1776
1.79716;16.4977;2069;1776
1.79911;16.4977;2069;1776
1.80102;16.4977;2069;1776
1.80303;16.4977;2069;1776
1.8049;16.4977;2069;1776
1.80664;16.4977;2069;1776
1.80861;16.4977;2069;1776
1.81057;16.4977;2069;1776
1.81255;16.4977;2069;1776
1.81447;16.4977;2069;1776
1.81714;16.4977;2069;1776
1.81898;16.4977;2069;1776
1.8208;16.4977;2069;1776
1.82257;16.4977;2069;1776
1.82425;16.4977;2069;1776
1.82605;16.4977;2069;1776
1.82775;16.4977;2069;1776
1.82943;16.4977;2069;1776
1.83099;16.4977;2069;1776
1.83256;16.4977;2069;1776
1.83419;16.4977;2069;1776
1.83589;16.4977;2069;1776
1.83738;16.4977;2069;1776
1.83911;16.4977;2069;1776
1.84085;16.4977;2069;1776
1.84251;16.4977;2069;1776
1.8441;16.4977;2069;1776
1.84576;16.4977;2069;1776
1.84741;16.4977;2069;1776
1.84893;16.4977;2069;1776
1.85043;16.4977;2069;1776
1.85209;16.4977;2069;1776
1.85351;16.4977;2069;1776
1.85521;16.4977;2069;1776
1.85687;16.4977;2069;1776
1.85827;16.4977;2069;1776
1.85983;16.4977;2069;1776
1.86132;16.4977;2069;1776
1.8628;16.4977;2069;1776
1.8644;16.4977;2069;1776
1.86579;16.4977;2069;1776
1.8672;16.4977;2069;1776
1.86879;16.4977;2069;1776
1.87037;16.4977;2069;1776
1.87184;16.4977;2069;1776
1.87329;16.4977;2069;1776
1.87474;16.4977;2069;1776
1.87635;16.4977;2069;1776
1.87768;16.4977;2069;1776
1.87922;16.4977;2069;1776
1.88072;16.4977;2069;1776
1.88211;16.4977;2069;1776
1.88354;16.4977;2069;1776
1.88496;16.4977;2069;1776
1.88647;16.4977;2069;1776
1.88802;16.4977;2069;1776
1.88946;16.4977;2069;1776
1.89084;16.4977;2069;1776
1.89224;16.4977;2069;1776
1.89379;16.4977;2069;1776
1.89529;16.4977;2069;1776
1.89667;16.4977;2069;1776
1.89797;16.4977;2069;1776
1.89944;16.4977;2069;1776
1.90086;16.4977;2069;1776
1.9022;16.4977;2069;1776
1.90353;16.4977;2069;1776
1.90504;16.4977;2069;1776
1.90636;16.4977;2069;1776
1.90791;16.4977;2069;1776
1.90928;16.4977;2069;1776
1.9109;16.4977;2069;1776
1.91236;16.4977;2069;1776
1.91375;16.4977;2069;1776
1.91514;16.4977;2069;1776
1.91661;16.4977;2069;1776
1.91812;16.4977;2069;1776
1.91953;16.4977;2069;1776
1.92103;16.4977;2069;1776
1.92247;16.4977;2069;1776
1.92399;16.4977;2069;1776
1.92555;16.4977;2069;1776
1.9271;16.4977;2069;1776
1.92855;16.4977;2069;1776
1.92988;16.4977;2069;1776
1.93136;16.4977;2069;1776
1.93286;16.4977;2069;1776
1.93429;16.4977;2069;1776
1.93582;16.4977;2069;1776
1.93729;16.4977;2069;1776
1.93883;16.4977;2069;1776
1.94022;16.4977;2069;1776
1.94166;16.4977;2069;1776
1.94311;16.4977;2069;1776
1.94463;16.4977;2069;1776
1.94606;16.4977;2069;1776
1.94754;16.4977;2069;1776
1.94903;16.4977;2069;1776
1.95049;16.4977;2069;1776
1.95192;16.4977;2069;1776
1.95336;16.4977;2069;1776
1.95493;16.4977;2069;1776
1.95646;16.4977;2069;1776
1.95774;16.4977;2069;1776
1.95913;16.4977;2069;1776
1.96064;16.4977;2069;1776
1.9621;16.4977;2069;1776
1.96349;16.4977;2069;1776
1.96493;16.4977;2069;1776
1.96637;16.4977;2069;1776
1.96775;16.4977;2069;1776
1.9693;16.4977;2069;1776
1.97081;16.4977;2069;1776
1.97231;16.4977;2069;1776
1.97372;16.4977;2069;1776
1.97502;16.4977;2069;1776
1.9763;16.4977;2069;1776
1.97754;16.4977;2069;1776
1.97915;16.4977;2069;1776
1.9806;16.4977;2069;1776
1.98202;16.4977;2069;1776
1.9834;16.4977;2069;1776
1.98491;16.4977;2069;1776
1.98619;16.4977;2069;1776
1.98779;16.4977;2069;1776
1.98914;16.4977;2069;1776
1.99054;16.4977;2069;1776
1.99191;16.4977;2069;1776
1.99332;16.4977;2069;1776
1.99465;16.4977;2069;1776
1.99614;16.4977;2069;1776
1.99757;16.4977;2069;1776
1.99907;16.4977;2069;1776
2.00053;16.4977;2069;1776
2.00326;16.4977;2069;1776
2.00466;16.4977;2069;1776
2.0062;16.4977;2069;1776
2.00765;16.4977;2069;1776
2.00908;16.4977;2069;1776
2.01043;16.4977;2069;1776
2.01184;16.4977;2069;1776
2.01321;16.4977;2069;1776
2.01465;16.4977;2069;1776
2.01619;16.4977;2069;1776
2.01764;16.4977;2069;1776
2.01898;16.4977;2069;1776
2.02036;16.4977;2069;1776
2.02172;16.4977;2069;1776
2.02325;16.4977;2069;1776
2.02461;16.4977;2069;1776
2.02602;16.4977;2069;1776
2.02745;16.4977;2069;1776
2.029;16.4977;2069;1776
2.03036;16.4977;2069;1776
2.03184;16.4977;2069;1776
2.03329;16.4977;2069;1776
2.03495;16.4977;2069;1776
2.03635;16.4977;2069;1776
2.03774;16.4977;2069;1776
2.03925;16.4977;2069;1776
2.04083;16.4977;2069;1776
2.04237;16.4977;2069;1776
2.0438;16.4977;2069;1776
2.04521;16.4977;2069;1776
2.04669;16.4977;2069;1776
2.04823;16.4977;2069;1776
2.04966;16.4977;2069;1776
2.05123;16.4977;2069;1776
2.05272;16.4977;2069;1776
2.05421;16.4977;2069;1776
2.05567;16.4977;2069;1776
2.05709;16.4977;2069;1776
2.05858;16.4977;2069;1776
2.06003;16.4977;2069;1776
2.06126;16.4977;2069;1776
2.06261;16.4977;2069;1776
2.06392;16.4977;2069;1776
2.06557;16.4977;2069;1776
2.06716;16.4977;2069;1776
2.06864;16.4977;2069;1776
2.06997;16.4977;2069;1776
2.07133;16.4977;2069;1776
2.07268;16.4977;2069;1776
2.07399;16.4977;2069;1776
2.07541;16.4977;2069;1776
2.07674;16.4977;2069;1776
2.07816;16.4977;2069;1776
2.07962;16.4977;2069;1776
2.08095;16.4977;2069;1776
2.08242;16.4977;2069;1776
2.08375;16.4977;2069;1776
2.08508;16.4977;2069;1776
2.08665;16.4977;2069;1776
2.08809;16.4977;2069;1776
2.08955;16.4977;2069;1776
2.09097;16.4977;2069;1776
2.09226;16.4977;2069;1776
2.09379;16.4977;2069;1776
2.09513;16.4977;2069;1776
2.09652;16.4977;2069;1776
2.09787;16.4977;2069;1776
2.09916;16.4977;2069;1776
2.10059;16.4977;2069;1776
2.10198;16.4977;2069;1776
2.10351;16.4977;2069;1776
2.10489;16.4977;2069;1776
2.10626;16.4977;2069;1776
2.10752;16.4977;2069;1776
2.10886;16.4977;2069;1776
2.11027;16.4977;2069;1776
2.11158;16.4977;2069;1776
2.11291;16.4977;2069;1776
2.11433;16.4977;2069;1776
2.11578;16.4977;2069;1776
2.11704;16.4977;2069;1776
2.11849;16.4977;2069;1776
2.11985;16.4977;2069;1776
2.12122;16.4977;2069;1776
2.12255;16.4977;2069;1776
2.12391;16.4977;2069;1776
2.12539;16.4977;2069;1776
2.12664;16.4977;2069;1776
2.12812;16.4977;2069;1776
2.12964;16.4977;2069;1776
2.13112;16.4977;2069;1776
2.13295;16.4977;2069;1776
2.1353;16.4977;2069;1776
2.13742;16.4977;2069;1776
2.13938;16.4977;2069;1776
2.14147;16.4977;2069;1776
2.1435;16.4977;2069;1776
2.14563;16.4977;2069;1776
2.14776;16.4977;2069;1776
2.14988;16.4977;2069;1776
2.15172;16.4977;2069;1776
2.15389;16.4977;2069;1776
2.15609;16.4977;2069;1776
2.15811;16.4977;2069;1776
2.16039;16.4977;2069;1776
2.16271;16.4977;2069;1776
2.16502;16.4977;2069;1776
2.16693;16.4977;2069;1776
2.16932;16.4977;2069;1776
2.17169;16.4977;2069;1776
2.1734;16.4977;2069;1776
2.17546;16.4977;2069;1776
2.17755;16.4977;2069;1776
2.17927;16.4977;2069;1776
2.18164;16.4977;2069;1776
2.18409;16.4977;2069;1776
2.1866;16.4977;2069;1776
2.189;16.4977;2069;1776
2.19138;16.4977;2069;1776
2.19395;16.4977;2069;1776
2.19654;16.4977;2069;1776
2.19863;16.4977;2069;1776
2.2013;16.4977;2069;1776
2.20392;16.4977;2069;1776
2.20619;16.4977;2069;1776
2.20911;16.4977;2069;1776
2.21196;16.4977;2069;1776
2.21396;16.4977;2069;1776
2.21575;16.4977;2069;1776
2.21822;16.4977;2069;1776
2.22066;16.4977;2069;1776
2.22286;16.4977;2069;1776
2.2249;16.4977;2069;1776
2.22697;16.4977;2069;1776
2.22899;16.4977;2069;1776
2.23099;16.4977;2069;1776
2.23329;16.4977;2069;1776
2.23608;16.4977;2069;1776
2.23869;16.4977;2069;1776
2.24071;16.4977;2069;1776
2.24278;16.4977;2069;1776
2.24536;16.4977;2069;1776
2.24842;16.4977;2069;1776
2.25138;16.4977;2069;1776
2.25397;16.4977;2069;1776
2.25669;16.4977;2069;1776
2.25889;16.4977;2069;1776
2.26125;16.4977;2069;1776
2.26364;16.4977;2069;1776
2.26588;16.4977;2069;1776
2.26858;16.4977;2069;1776
2.27167;16.4977;2069;1776
2.2747;16.4977;2069;1776
2.2781;16.4977;2069;1776
2.28132;16.4977;2069;1776
2.2848;16.4977;2069;1776
2.28811;16.4977;2069;1776
2.29126;16.4977;2069;1776
2.29404;16.4977;2069;1776
2.29763;16.4977;2069;1776
2.30088;16.4977;2069;1776
2.30381;16.4977;2069;1776
2.3069;16.4977;2069;1776
2.31031;16.4977;2069;1776
2.31353;16.4977;2069;1776
2.31627;16.4977;2069;1776
2.31948;16.4977;2069;1776
2.32285;16.4977;2069;1776
2.3258;16.4977;2069;1776
2.32896;16.4977;2069;1776
2.33234;16.4977;2069;1776
2.33586;16.4977;2069;1776
2.33933;16.4977;2069;1776
2.34228;16.4977;2069;1776
2.34533;16.4977;2069;1776
2.34836;16.4977;2069;1776
2.35144;16.4977;2069;1776
2.35481;16.4977;2069;1776
2.35778;16.4977;2069;1776
2.36098;16.4977;2069;1776
2.36402;16.4977;2069;1776
2.3673;16.4977;2069;1776
2.37055;16.4977;2069;1776
2.37339;16.4977;2069;1776
2.37658;16.4977;2069;1776
2.37979;16.4977;2069;1776
2.38303;16.4977;2069;1776
2.38588;16.4977;2069;1776
2.38802;16.4977;2069;1776
2.3903;16.4977;2069;1776
2.39266;16.4977;2069;1776
2.39545;16.4977;2069;1776
2.39853;16.4977;2069;1776
2.40099;16.4977;2069;1776
2.40347;16.4977;2069;1776
2.40604;16.4977;2069;1776
2.40871;16.4977;2069;1776
2.41153;16.4977;2069;1776
2.41459;16.4977;2069;1776
2.418;16.4977;2069;1776
2.42118;16.4977;2069;1776
2.42458;16.4977;2069;1776
2.428;16.4977;2069;1776
2.43127;16.4977;2069;1776
2.43354;16.4977;2069;1776
2.4358;16.4977;2069;1776
2.4381;16.4977;2069;1776
2.44041;16.4977;2069;1776
2.44262;16.4977;2069;1776
2.44513;16.4977;2069;1776
2.44741;16.4977;2069;1776
2.44967;16.4977;2069;1776
2.45257;16.4977;2069;1776
2.45536;16.4977;2069;1776
2.45773;16.4977;2069;1776
2.45999;16.4977;2069;1776
2.46242;16.4977;2069;1776
2.46458;16.4977;2069;1776
2.46695;16.4977;2069;1776
2.46923;16.4977;2069;1776
2.47152;16.4977;2069;1776
2.47362;16.4977;2069;1776
2.47564;16.4977;2069;1776
2.47795;16.4977;2069;1776
2.48046;16.4977;2069;1776
2.48279;16.4977;2069;1776
2.48499;16.4977;2069;1776
2.48696;16.4977;2069;1776
2.48931;16.4977;2069;1776
2.49158;16.4977;2069;1776
2.49392;16.4977;2069;1776
2.4961;16.4977;2069;1776
2.49837;16.4977;2069;1776
2.50041;16.4977;2069;1776
2.50249;16.4977;2069;1776
2.5047;16.4977;2069;1776
2.50699;16.4977;2069;1776
2.50919;16.4977;2069;1776
2.51135;16.4977;2069;1776
2.51356;16.4977;2069;1776
2.51581;16.4977;2069;1776
2.5179;16.4977;2069;1776
2.52064;16.4977;2069;1776
2.52314;16.4977;2069;1776
2.52543;16.4977;2069;1776
2.52761;16.4977;2069;1776
2.52988;16.4977;2069;1776
2.53211;16.4977;2069;1776
2.5344;16.4977;2069;1776
2.53659;16.4977;2069;1776
2.53883;16.4977;2069;1776
2.54098;16.4977;2069;1776
2.54318;16.4977;2069;1776
2.54505;16.4977;2069;1776
2.54718;16.4977;2069;1776
2.54929;16.4977;2069;1776
2.5514;16.4977;2069;1776
2.55352;16.4977;2069;1776
2.5557;16.4977;2069;1776
2.55771;16.4977;2069;1776
2.55969;16.4977;2069;1776
2.56154;16.4977;2069;1776
2.56375;16.4977;2069;1776
2.56579;16.4977;2069;1776
2.56778;16.4977;2069;1776
2.56973;16.4977;2069;1776
2.57175;16.4977;2069;1776
2.57388;16.4977;2069;1776
2.57583;16.4977;2069;1776
2.57801;16.4977;2069;1776
2.58008;16.4977;2069;1776
2.58231;16.4977;2069;1776
2.58446;16.4977;2069;1776
2.58708;16.4977;2069;1776
2.58944;16.4977;2069;1776
2.5914;16.4977;2069;1776
2.59347;16.4977;2069;1776
2.59561;16.4977;2069;1776
2.5978;16.4977;2069;1776
2.59988;16.4977;2069;1776
2.60205;16.4977;2069;1776
2.60396;16.4977;2069;1776
2.60589;16.4977;2069;1776
2.60789;16.4977;2069;1776
2.60994;16.4977;2069;1776
2.61183;16.4977;2069;1776
2.61388;16.4977;2069;1776
2.61602;16.4977;2069;1776
2.61799;16.4977;2069;1776
2.62074;16.4977;2069;1776
2.62302;16.4977;2069;1776
2.62504;16.4977;2069;1776
2.62713;16.4977;2069;1776
2.62906;16.4977;2069;1776
2.63103;16.4977;2069;1776
2.63303;16.4977;2069;1776
2.63491;16.4977;2069;1776
2.63686;16.4977;2069;1776
2.63887;16.4977;2069;1776
2.64063;16.4977;2069;1776
2.64267;16.4977;2069;1776
2.64466;16.4977;2069;1776
2.6465;16.4977;2069;1776
2.64848;16.4977;2069;1776
2.65045;16.4977;2069;1776
2.65242;16.4977;2069;1776
2.65484;16.4977;2069;1776
2.65706;16.4977;2069;1776
2.65904;16.4977;2069;1776
2.66112;16.4977;2069;1776
2.66307;16.4977;2069;1776
2.66488;16.4977;2069;1776
2.66683;16.4977;2069;1776
2.66878;16.4977;2069;1776
2.67057;16.4977;2069;1776
2.67252;16.4977;2069;1776
2.67452;16.4977;2069;1776
2.67645;16.4977;2069;1776
2.67827;16.4977;2069;1776
2.68011;16.4977;2069;1776
2.68208;16.4977;2069;1776
2.68412;16.4977;2069;1776
2.68613;16.4977;2069;1776
2.68884;16.4977;2069;1776
2.69107;16.4977;2069;1776
2.69321;16.4977;2069;1776
2.69536;16.4977;2069;1776
2.69738;16.4977;2069;1776
2.69931;16.4977;2069;1776
2.70119;16.4977;2069;1776
2.70303;16.4977;2069;1776
2.70495;16.4977;2069;1776
2.70679;16.4977;2069;1776
2.70876;16.4977;2069;1776
2.71063;16.4977;2069;1776
2.71265;16.4977;2069;1776
2.71459;16.4977;2069;1776
2.7164;16.4977;2069;1776
2.71834;16.4977;2069;1776
2.72028;16.4977;2069;1776
2.72238;16.4977;2069;1776
2.72416;16.4977;2069;1776
2.72613;16.4977;2069;1776
2.72809;16.4977;2069;1776
2.73008;16.4977;2069;1776
2.73201;16.4977;2069;1776
2.73379;16.4977;2069;1776
2.73583;16.4977;2069;1776
2.73773;16.4977;2069;1776
2.73967;16.4977;2069;1776
2.74172;16.4977;2069;1776
2.74364;16.4977;2069;1776
2.74562;16.4977;2069;1776
2.74766;16.4977;2069;1776
2.7498;16.4977;2069;1776
2.75187;16.4977;2069;1776
2.75394;16.4977;2069;1776
2.75651;16.4977;2069;1776
2.75858;16.4977;2069;1776
2.76039;16.4977;2069;1776
2.76227;16.4977;2069;1776
2.76417;16.4977;2069;1776
2.76628;16.4977;2069;1776
2.76821;16.4977;2069;1776
2.77027;16.4977;2069;1776
2.77238;16.4977;2069;1776
2.77429;16.4977;2069;1776
2.77627;16.4977;2069;1776
2.77796;16.4977;2069;1776
2.77992;16.4977;2069;1776
2.78184;16.4977;2069;1776
2.78377;16.4977;2069;1776
2.78573;16.4977;2069;1776
2.7878;16.4977;2069;1776
2.79044;16.4977;2069;1776
2.79243;16.4977;2069;1776
2.79426;16.4977;2069;1776
2.79607;16.4977;2069;1776
2.79798;16.4977;2069;1776
2.80005;16.4977;2069;1776
2.80194;16.4977;2069;1776
2.80402;16.4977;2069;1776
2.80602;16.4977;2069;1776
2.80793;16.4977;2069;1776
2.80992;16.4977;2069;1776
2.8119;16.4977;2069;1776
2.81399;16.4977;2069;1776
2.81595;16.4977;2069;1776
2.81785;16.4977;2069;1776
2.82036;16.4977;2069;1776
2.82213;16.4977;2069;1776
2.82409;16.4977;2069;1776
2.826;16.4977;2069;1776
2.82782;16.4977;2069;1776
2.82972;16.4977;2069;1776
2.83158;16.4977;2069;1776
2.83322;16.4977;2069;1776
2.83492;16.4977;2069;1776
2.83663;16.4977;2069;1776
2.83839;16.4977;2069;1776
2.84016;16.4977;2069;1776
2.84185;16.4977;2069;1776
2.84351;16.4977;2069;1776
2.84524;16.4977;2069;1776
2.84693;16.4977;2069;1776
2.84838;16.4977;2069;1776
2.84994;16.4977;2069;1776
2.85169;16.4977;2069;1776
2.85328;16.4977;2069;1776
2.85486;16.4977;2069;1776
2.85641;16.4977;2069;1776
2.8581;16.4977;2069;1776
2.85954;16.4977;2069;1776
2.86109;16.4977;2069;1776
2.86273;16.4977;2069;1776
2.86426;16.4977;2069;1776
2.866;16.4977;2069;1776
2.86768;16.4977;2069;1776
2.86918;16.4977;2069;1776
2.87086;16.4977;2069;1776
2.87234;16.4977;2069;1776
2.87384;16.4977;2069;1776
2.87532;16.4977;2069;1776
2.87683;16.4977;2069;1776
2.87832;16.4977;2069;1776
2.87971;16.4977;2069;1776
2.88123;16.4977;2069;1776
2.88277;16.4977;2069;1776
2.8843;16.4977;2069;1776
2.8859;16.4977;2069;1776
2.8876;16.4977;2069;1776
2.88916;16.4977;2069;1776
2.89058;16.4977;2069;1776
2.89207;16.4977;2069;1776
2.8936;16.4977;2069;1776
2.89509;16.4977;2069;1776
2.89668;16.4977;2069;1776
2.89816;16.4977;2069;1776
2.8996;16.4977;2069;1776
2.90115;16.4977;2069;1776
2.90264;16.4977;2069;1776
2.90422;16.4977;2069;1776
2.90562;16.4977;2069;1776
2.90726;16.4977;2069;1776
2.90875;16.4977;2069;1776
2.91028;16.4977;2069;1776
2.91193;16.4977;2069;1776
2.91352;16.4977;2069;1776
2.91511;16.4977;2069;1776
2.91665;16.4977;2069;1776
2.91809;16.4977;2069;1776
2.91959;16.4977;2069;1776
2.92123;16.4977;2069;1776
2.92329;16.4977;2069;1776
2.925;16.4977;2069;1776
2.92673;16.4977;2069;1776
2.92834;16.4977;2069;1776
2.93006;16.4977;2069;1776
2.93177;16.4977;2069;1776
2.93343;16.4977;2069;1776
2.9351;16.4977;2069;1776
2.93681;16.4977;2069;1776
2.93836;16.4977;2069;1776
2.94;16.4977;2069;1776
2.94154;16.4977;2069;1776
2.94342;16.4977;2069;1776
2.94517;16.4977;2069;1776
2.94682;16.4977;2069;1776
2.94845;16.4977;2069;1776
2.9501;16.4977;2069;1776
2.95178;16.4977;2069;1776
2.9534;16.4977;2069;1776
2.95505;16.4977;2069;1776
2.95743;16.4977;2069;1776
2.95926;16.4977;2069;1776
2.96104;16.4977;2069;1776
2.96263;16.4977;2069;1776
2.96436;16.4977;2069;1776
2.96613;16.4977;2069;1776
2.96795;16.4977;2069;1776
2.96965;16.4977;2069;1776
2.97127;16.4977;2069;1776
2.97307;16.4977;2069;1776
2.97499;16.4977;2069;1776
2.97671;16.4977;2069;1776
2.97867;16.4977;2069;1776
2.9804;16.4977;2069;1776
2.98229;16.4977;2069;1776
2.98402;16.4977;2069;1776
2.98584;16.4977;2069;1776
2.98755;16.4977;2069;1776
2.98916;16.4977;2069;1776
2.99168;16.4977;2069;1776
2.99333;16.4977;2069;1776
2.99514;16.4977;2069;1776
2.99706;16.4977;2069;1776
2.99874;16.4977;2069;1776
3.00057;16.4977;2069;1776
3.00361;16.4977;2069;1776
3.00543;16.4977;2069;1776
3.00714;16.4977;2069;1776
3.00899;16.4977;2069;1776
3.0108;16.4977;2069;1776
3.01241;16.4977;2069;1776
3.01404;16.4977;2069;1776
3.01566;16.4977;2069;1776
3.01733;16.4977;2069;1776
3.01894;16.4977;2069;1776
3.02051;16.4977;2069;1776
3.02204;16.4977;2069;1776
3.02361;16.4977;2069;1776
3.02527;16.4977;2069;1776
3.02684;16.4977;2069;1776
3.02831;16.4977;2069;1776
3.02986;16.4977;2069;1776
3.03127;16.4977;2069;1776
3.03282;16.4977;2069;1776
3.03433;16.4977;2069;1776
3.03596;16.4977;2069;1776
3.03749;16.4977;2069;1776
3.03908;16.4977;2069;1776
3.04053;16.4977;2069;1776
3.04203;16.4977;2069;1776
3.04368;16.4977;2069;1776
3.04499;16.4977;2069;1776
3.04654;16.4977;2069;1776
3.04809;16.4977;2069;1776
3.04942;16.4977;2069;1776
3.051;16.4977;2069;1776
3.05252;16.4977;2069;1776
3.0541;16.4977;2069;1776
3.05547;16.4977;2069;1776
3.057;16.4977;2069;1776
3.0584;16.4977;2069;1776
3.05983;16.4977;2069;1776
3.06137;16.4977;2069;1776
3.06294;16.4977;2069;1776
3.06442;16.4977;2069;1776
3.06593;16.4977;2069;1776
3.06744;16.4977;2069;1776
